,committing,disadvantaged,decision
720,Alex Len,Tyson Chandler,CC
721,Rajon Rondo,Eric Bledsoe,CNC
722,Rajon Rondo,Eric Bledsoe,CC
723,Elijah Millsap,Andrew Wiggins,CNC
724,Gorgui Dieng,Rudy Gobert,CC
726,Trey Burke,Zach LaVine,CC
727,Lorenzo Brown,Trey Burke,CNC
728,Zach LaVine,Elijah Millsap,CC
729,Lorenzo Brown,Trey Burke,CC
730,Derrick Favors,Lorenzo Brown,CNC
731,Gorgui Dieng,Trey Burke,CNC
732,Derrick Favors,Lorenzo Brown,CC
733,Gorgui Dieng,Rudy Gobert,CC
734,Lorenzo Brown,Trey Burke,CC
735,Rudy Gobert,Lorenzo Brown,INC
736,Lorenzo Brown,Rudy Gobert,CC
737,Chase Budinger,Derrick Favors,CC
738,Joe Ingles,Andrew Wiggins,CC
739,Derrick Favors,Gorgui Dieng,CNC
740,Gorgui Dieng,Derrick Favors,CC
741,Derrick Favors,Gorgui Dieng,CC
743,Derrick Favors,Zach LaVine,CNC
745,Chase Budinger,Derrick Favors,CNC
747,Elijah Millsap,Zach LaVine,CNC
748,Rudy Gobert,Gorgui Dieng,CC
750,Chase Budinger,Trey Burke,CC
751,Joe Ingles,Sean Kilpatrick,CC
752,Elijah Millsap,Zach LaVine,CC
753,Kentavious Caldwell-Pope,Patrick Patterson,CNC
754,Andre Drummond,Patrick Patterson,CNC
755,Anthony Tolliver,Patrick Patterson,CC
756,Greivis Vasquez,Reggie Jackson,CC
757,DeMar DeRozan,Reggie Jackson,CC
759,Greivis Vasquez,Kentavious Caldwell-Pope,INC
761,Andre Drummond,DeMar DeRozan,CNC
762,Patrick Patterson,Andre Drummond,CC
763,Amir Johnson,Kentavious Caldwell-Pope,CNC
764,Andre Drummond,DeMar DeRozan,CNC
765,Patrick Patterson,Jodie Meeks,CC
767,Goran Dragic,Zaza Pachulia,CNC
769,Jerryd Bayless,Dwyane Wade,CC
771,Udonis Haslem,Khris Middleton,CNC
772,Henry Walker,Ersan Ilyasova,CC
773,Giannis Antetokounmpo,Michael Beasley,CNC
774,Michael Beasley,Jerryd Bayless,CNC
776,Nerlens Noel,DeMarcus Cousins,CC
777,Ray McCallum,Ish Smith,CNC
778,Robert Covington,Derrick Williams,CC
779,Rudy Gay,Isaiah Canaan,CC
780,Robert Covington,Rudy Gay,CC
781,DeMarcus Cousins,Nerlens Noel,INC
782,Nerlens Noel,DeMarcus Cousins,INC
783,DeMarcus Cousins,Robert Covington,CC
784,Nerlens Noel,DeMarcus Cousins,CNC
785,Nerlens Noel,DeMarcus Cousins,CNC
786,DeMarcus Cousins,Nerlens Noel,CNC
787,DeMarcus Cousins,Hollis Thompson,CNC
788,Michael Kidd-Gilchrist,Joe Johnson,CNC
789,Deron Williams,Kemba Walker,CNC
790,Gerald Henderson,Alan Anderson,CNC
791,Al Jefferson,Brook Lopez,CC
792,Alan Anderson,Gerald Henderson,CNC
793,Jarrett Jack,Kemba Walker,CNC
794,Jarrett Jack,Kemba Walker,INC
795,Gerald Henderson,Deron Williams,CC
796,Jarrett Jack,Kemba Walker,CC
797,Michael Kidd-Gilchrist,Deron Williams,CC
800,Jerami Grant,Wilson Chandler,CNC
801,Wilson Chandler,Jerami Grant,CNC
802,Wilson Chandler,Nerlens Noel,INC
803,Wilson Chandler,Nerlens Noel,CC
804,Kenneth Faried,Isaiah Canaan,CC
805,Jerami Grant,Wilson Chandler,CNC
806,Randy Foye,Isaiah Canaan,CC
808,Randy Foye,Isaiah Canaan,CC
809,JaKarr Sampson,Wilson Chandler,CNC
810,Kenneth Faried,Robert Covington,CC
813,Gorgui Dieng,Jordan Clarkson,CNC
814,Jordan Clarkson,Zach LaVine,CC
815,Tarik Black,Sean Kilpatrick,CNC
816,Gorgui Dieng,Jordan Clarkson,CC
817,Lorenzo Brown,Wayne Ellington,CNC
818,Wayne Ellington,Andrew Wiggins,CC
819,Andrew Wiggins,Tarik Black,CC
821,Wayne Ellington,Andrew Wiggins,CC
823,Wayne Ellington,Andrew Wiggins,CC
826,Lorenzo Brown,Jordan Clarkson,CC
829,Wayne Ellington,Chase Budinger,INC
831,Zach LaVine,Jordan Clarkson,CC
832,Jordan Clarkson,Andrew Wiggins,INC
833,Joe Ingles,LaMarcus Aldridge,INC
834,Joe Ingles,Damian Lillard,CC
835,Trey Burke,Allen Crabbe,INC
836,LaMarcus Aldridge,Elijah Millsap,CNC
837,Derrick Favors,Damian Lillard,CC
838,Rudy Gobert,Allen Crabbe,CNC
839,LaMarcus Aldridge,Trey Burke,CNC
840,Dorell Wright,Joe Ingles,CNC
843,Arron Afflalo,Joe Ingles,CC
844,Joe Ingles,LaMarcus Aldridge,CC
845,Damian Lillard,Derrick Favors,CNC
846,Lavoy Allen,John Wall,CC
847,David West,John Wall,CNC
848,Marcin Gortat,George Hill,CNC
849,David West,Rasual Butler,CC
850,Rasual Butler,CJ Miles,CC
851,Marcin Gortat,George Hill,INC
852,Luis Scola,Michael Carter-Williams,CNC
853,C.J. Watson,Michael Carter-Williams,CC
854,Michael Carter-Williams,C.J. Watson,CC
856,Ersan Ilyasova,Luis Scola,CNC
857,Jerryd Bayless,CJ Miles,CC
859,C.J. Watson,Giannis Antetokounmpo,CC
861,Zaza Pachulia,George Hill,CNC
862,CJ Miles,Jerryd Bayless,CC
863,Lance Thomas,Jae Crowder,CC
864,Lance Thomas,Jae Crowder,CC
865,Isaiah Thomas,Cleanthony Early,CC
866,Langston Galloway,Marcus Smart,CC
868,Brandon Bass,Shane Larkin,CC
869,Cleanthony Early,Evan Turner,CC
871,Shane Larkin,Isaiah Thomas,CC
872,Avery Bradley,Cleanthony Early,CC
873,Cleanthony Early,Brandon Bass,CC
874,Langston Galloway,Avery Bradley,CC
876,LaMarcus Aldridge,Eric Bledsoe,CNC
877,Marcus Morris,Damian Lillard,CC
878,Marcus Morris,Nicolas Batum,INC
879,Markieff Morris,Nicolas Batum,CC
880,Alex Len,CJ McCollum,CC
881,Marcin Gortat,Kemba Walker,CNC
882,Marcin Gortat,Kemba Walker,CNC
884,John Wall,Mo Williams,CC
885,Mo Williams,John Wall,CC
886,Marcin Gortat,Kemba Walker,INC
888,Marcin Gortat,Kemba Walker,INC
890,Rasual Butler,Kemba Walker,CC
891,Rasual Butler,Jeff Taylor,CC
892,Marcin Gortat,Kemba Walker,CNC
893,Kemba Walker,Drew Gooden,CNC
895,Marvin Williams,John Wall,CNC
896,John Wall,Gerald Henderson,CNC
897,Rasual Butler,Gerald Henderson,CNC
898,Marcin Gortat,Gerald Henderson,CNC
899,Bradley Beal,Al Jefferson,CNC
900,Mo Williams,John Wall,CNC
902,Bismack Biyombo,John Wall,INC
903,Mo Williams,Drew Gooden,CC
904,Marcin Gortat,Kemba Walker,CNC
905,Marcin Gortat,Kemba Walker,CNC
906,Kemba Walker,Bradley Beal,CNC
907,Marcin Gortat,Mo Williams,CNC
908,Kemba Walker,John Wall,INC
909,Bradley Beal,Kemba Walker,CNC
910,Marcin Gortat,Mo Williams,CNC
911,Mo Williams,Bradley Beal,CNC
914,Drew Gooden,Mo Williams,CNC
916,John Wall,Al Jefferson,CC
917,Tarik Black,Brook Lopez,CC
918,Joe Johnson,Ryan Kelly,INC
919,Brook Lopez,Jordan Hill,INC
920,Ryan Kelly,Markel Brown,CC
921,Jordan Clarkson,Deron Williams,CC
922,Timofey Mozgov,Luc Mbah a Moute,CNC
923,Nerlens Noel,LeBron James,CNC
926,Matthew Dellavedova,Luc Mbah a Moute,CNC
927,Nerlens Noel,Tristan Thompson,CC
928,Tristan Thompson,Hollis Thompson,CNC
929,Nerlens Noel,Kyrie Irving,CNC
930,Tristan Thompson,Robert Covington,CC
931,Hollis Thompson,Kyrie Irving,CNC
932,Tristan Thompson,Nerlens Noel,CNC
934,David West,Dirk Nowitzki,CNC
935,Chandler Parsons,Roy Hibbert,CC
936,Devin Harris,Ian Mahinmi,INC
937,Chandler Parsons,CJ Miles,CNC
938,David West,Dirk Nowitzki,CNC
939,Tyson Chandler,Roy Hibbert,INC
940,Chandler Parsons,CJ Miles,CC
941,Solomon Hill,Chandler Parsons,CNC
942,George Hill,Devin Harris,INC
943,Dirk Nowitzki,CJ Miles,CC
944,Robert Covington,Jabari Brown,CNC
945,Ish Smith,Jabari Brown,CNC
946,Jordan Clarkson,Nerlens Noel,CNC
947,Jordan Hill,Ish Smith,CNC
948,Ish Smith,Jordan Clarkson,CC
950,Jordan Hill,Nerlens Noel,CC
952,Furkan Aldemir,Jordan Clarkson,CC
953,Wesley Johnson,Nerlens Noel,CNC
954,Jabari Brown,Robert Covington,CNC
956,Jordan Clarkson,JaKarr Sampson,CC
958,Wesley Johnson,Thomas Robinson,CNC
959,Thomas Robinson,Ryan Kelly,CC
960,Ryan Kelly,Ish Smith,CNC
961,Thomas Robinson,Jordan Clarkson,CNC
964,Josh Smith,DeMar DeRozan,CNC
965,Josh Smith,DeMar DeRozan,CNC
966,Amir Johnson,Trevor Ariza,CNC
967,James Harden,DeMar DeRozan,CC
970,James Harden,DeMar DeRozan,CNC
971,Terrence Ross,Trevor Ariza,CNC
972,Terrence Ross,Trevor Ariza,CNC
973,David West,Deron Williams,CNC
974,Solomon Hill,Joe Johnson,CNC
975,Solomon Hill,Joe Johnson,CNC
976,Roy Hibbert,Joe Johnson,CNC
978,Thaddeus Young,David West,CNC
979,Solomon Hill,Joe Johnson,CNC
980,David West,Jarrett Jack,INC
981,David West,Thaddeus Young,INC
982,C.J. Watson,Jarrett Jack,CC
984,Damjan Rudez,Jarrett Jack,CC
985,Chris Paul,Andre Iguodala,CNC
986,Andrew Bogut,DeAndre Jordan,CC
988,Matt Barnes,Andre Iguodala,CC
989,Klay Thompson,JJ Redick,CNC
990,Stephen Curry,Chris Paul,CNC
991,Marreese Speights,DeAndre Jordan,CNC
992,Blake Griffin,Marreese Speights,CNC
994,Marreese Speights,DeAndre Jordan,CNC
995,Matt Barnes,Stephen Curry,CC
997,Chris Paul,Klay Thompson,CC
998,Chris Paul,Klay Thompson,CC
999,Chris Paul,Andre Iguodala,CNC
1000,Ray McCallum,James Harden,CC
1001,Pablo Prigioni,Ray McCallum,CC
1002,Omri Casspi,Pablo Prigioni,CC
1003,Trevor Ariza,Jason Thompson,CC
1004,DeMarcus Cousins,Terrence Jones,CNC
1005,Trevor Ariza,Ben McLemore,CNC
1007,James Harden,DeMarcus Cousins,INC
1008,Jason Thompson,James Harden,CC
1009,DeMarcus Cousins,Trevor Ariza,CNC
1010,Terrence Jones,DeMarcus Cousins,CNC
1012,O.J. Mayo,Pau Gasol,CC
1014,Aaron Brooks,Michael Carter-Williams,CNC
1015,Ersan Ilyasova,Mike Dunleavy,INC
1016,Nikola Mirotic,Khris Middleton,CC
1017,Khris Middleton,Joakim Noah,CNC
1018,Joakim Noah,Giannis Antetokounmpo,CC
1019,Nikola Mirotic,O.J. Mayo,INC
1022,Thaddeus Young,Cleanthony Early,CNC
1023,Cleanthony Early,Brook Lopez,CNC
1024,Tyson Chandler,Russell Westbrook,CNC
1025,Anthony Morrow,Chandler Parsons,IC
1027,Monta Ellis,Anthony Morrow,CC
1028,Enes Kanter,Chandler Parsons,CNC
1029,Monta Ellis,Anthony Morrow,CNC
1030,Enes Kanter,Rajon Rondo,CNC
1032,Enes Kanter,Rajon Rondo,CNC
1033,Chandler Parsons,Russell Westbrook,CC
1034,Rajon Rondo,Russell Westbrook,CNC
1035,Devin Harris,Steven Adams,CNC
1036,Rajon Rondo,Russell Westbrook,CNC
1037,Russell Westbrook,Monta Ellis,CC
1038,James Harden,Dirk Nowitzki,CNC
1041,Corey Brewer,Dirk Nowitzki,CNC
1042,Devin Harris,Corey Brewer,CNC
1043,Devin Harris,Josh Smith,CNC
1044,Devin Harris,Trevor Ariza,CC
1045,Trevor Ariza,Monta Ellis,CNC
1046,Monta Ellis,James Harden,CC
1047,Corey Brewer,J.J. Barea,CNC
1048,Corey Brewer,J.J. Barea,CNC
1049,Devin Harris,Josh Smith,CC
1050,Andre Iguodala,T.J. Warren,CNC
1051,PJ Tucker,Klay Thompson,CNC
1052,Markieff Morris,Klay Thompson,CC
1053,Andrew Bogut,Archie Goodwin,CNC
1054,Andrew Bogut,Archie Goodwin,INC
1055,Andre Iguodala,Markieff Morris,CNC
1056,Andrew Bogut,PJ Tucker,CNC
1057,Markieff Morris,Harrison Barnes,CNC
1058,Andrew Bogut,PJ Tucker,INC
1059,Markieff Morris,Klay Thompson,CNC
1061,Klay Thompson,Eric Bledsoe,CNC
1062,Marreese Speights,Archie Goodwin,CNC
1063,Eric Bledsoe,Harrison Barnes,CNC
1064,Joe Johnson,DeMar DeRozan,CNC
1065,Joe Johnson,DeMar DeRozan,CNC
1067,Brook Lopez,DeMar DeRozan,CNC
1068,Joe Johnson,DeMar DeRozan,CNC
1069,Greivis Vasquez,Deron Williams,CNC
1070,Patrick Patterson,Thaddeus Young,CNC
1071,DeMar DeRozan,Joe Johnson,CC
1072,DeMar DeRozan,Joe Johnson,CC
1073,James Johnson,Joe Johnson,CC
1074,Reggie Jackson,Aaron Brooks,CNC
1075,Pau Gasol,Andre Drummond,CNC
1076,Andre Drummond,Aaron Brooks,CC
1077,Taj Gibson,Reggie Jackson,CNC
1078,Reggie Jackson,Taj Gibson,CNC
1079,Shawne Williams,Aaron Brooks,CNC
1080,Jimmy Butler,Reggie Jackson,CC
1081,Joakim Noah,Andre Drummond,CC
1082,Andre Drummond,Pau Gasol,CNC
1083,Andre Drummond,Pau Gasol,CC
1084,E'Twaun Moore,Kentavious Caldwell-Pope,CNC
1085,Andre Drummond,Nikola Mirotic,CC
1086,Steven Adams,Zach Randolph,CNC
1087,Dion Waiters,Courtney Lee,CNC
1088,Marc Gasol,Dion Waiters,CNC
1090,Jeff Green,Russell Westbrook,CC
1091,Kyle Singler,Courtney Lee,CNC
1092,Dion Waiters,Mike Conley,CNC
1093,Enes Kanter,Mike Conley,CC
1094,Anthony Morrow,Jeff Green,CC
1096,Nick Calathes,Russell Westbrook,CC
1097,Steven Adams,Courtney Lee,CC
1098,Steven Adams,Beno Udrih,CNC
1099,Ray McCallum,Omer Asik,CNC
1100,Eric Gordon,Ben McLemore,CNC
1101,Dante Cunningham,Omri Casspi,CNC
1103,Omri Casspi,Anthony Davis,CNC
1104,Omer Asik,DeMarcus Cousins,INC
1105,Omri Casspi,Anthony Davis,CC
1106,Anthony Davis,Ray McCallum,CNC
1107,DeMarcus Cousins,Tyreke Evans,CNC
1108,Omer Asik,DeMarcus Cousins,CNC
1109,Ben McLemore,Tyreke Evans,CC
1110,Eric Gordon,Ben McLemore,CNC
1111,Omer Asik,DeMarcus Cousins,CNC
1112,Omer Asik,DeMarcus Cousins,INC
1113,Omer Asik,DeMarcus Cousins,CNC
1114,Ben McLemore,Eric Gordon,CC
1115,Tyreke Evans,Ray McCallum,CNC
1117,Nik Stauskas,Tyreke Evans,CC
1119,Jerami Grant,Mo Williams,CNC
1120,Jerami Grant,Marvin Williams,CC
1121,Furkan Aldemir,Gerald Henderson,CNC
1123,Mo Williams,Ish Smith,CC
1124,Jason Maxiell,Furkan Aldemir,CNC
1125,Furkan Aldemir,Gerald Henderson,CNC
1126,Jeff Taylor,Furkan Aldemir,INC
1127,Tobias Harris,Michael Carter-Williams,CNC
1128,Nikola Vucevic,Zaza Pachulia,CNC
1129,Nikola Vucevic,Zaza Pachulia,INC
1130,Nikola Vucevic,Ersan Ilyasova,CC
1131,Nikola Vucevic,Zaza Pachulia,CNC
1132,Khris Middleton,Victor Oladipo,CNC
1133,Zaza Pachulia,Victor Oladipo,CNC
1134,Tobias Harris,Khris Middleton,CNC
1135,Khris Middleton,Victor Oladipo,CC
1136,Khris Middleton,Victor Oladipo,CC
1137,Nikola Vucevic,Khris Middleton,CNC
1138,PJ Tucker,Derrick Favors,CNC
1142,Dante Exum,Eric Bledsoe,CNC
1143,Eric Bledsoe,Dante Exum,CNC
1145,Derrick Favors,Markieff Morris,CC
1146,Gordon Hayward,Eric Bledsoe,CC
1147,Gerald Green,Derrick Favors,CNC
1148,Gordon Hayward,Eric Bledsoe,CNC
1149,Brandan Wright,Joe Ingles,CNC
1150,PJ Tucker,Rodney Hood,INC
1151,Evan Turner,DeMar DeRozan,CNC
1152,Lou Williams,Isaiah Thomas,INC
1153,Kelly Olynyk,DeMar DeRozan,CC
1154,Evan Turner,DeMar DeRozan,CNC
1155,Kelly Olynyk,Patrick Patterson,CNC
1156,Brandon Bass,Tyler Hansbrough,INC
1157,Kelly Olynyk,Patrick Patterson,INC
1158,Tyler Hansbrough,Kelly Olynyk,CC
1159,Avery Bradley,Lou Williams,CNC
1160,Lou Williams,Evan Turner,CNC
1161,Evan Turner,Patrick Patterson,CC
1162,Brandon Bass,Tyler Hansbrough,CC
1163,Tyler Hansbrough,Isaiah Thomas,CC
1164,Tyler Zeller,DeMar DeRozan,CC
1165,Tyler Hansbrough,Tyler Zeller,CC
1166,Jae Crowder,DeMar DeRozan,CNC
1167,Patrick Patterson,Brandon Bass,CC
1168,Jonas Valanciunas,Marcus Smart,CNC
1171,Pau Gasol,Kyrie Irving,INC
1172,Pau Gasol,Timofey Mozgov,CNC
1173,Mike Dunleavy,Timofey Mozgov,CC
1174,LeBron James,Nikola Mirotic,CNC
1175,Timofey Mozgov,Pau Gasol,INC
1176,JR Smith,Jimmy Butler,CNC
1177,Timofey Mozgov,Jimmy Butler,CC
1178,LeBron James,Mike Dunleavy,CNC
1179,Pau Gasol,Tristan Thompson,CNC
1180,LeBron James,Pau Gasol,CNC
1181,Aaron Brooks,Kyrie Irving,CC
1182,LeBron James,Pau Gasol,CNC
1183,Pau Gasol,Tristan Thompson,CC
1184,Jason Smith,Robert Covington,CNC
1185,Furkan Aldemir,Jason Smith,CC
1186,Lance Thomas,Furkan Aldemir,CNC
1187,Jason Smith,Hollis Thompson,CNC
1189,Nerlens Noel,Andrea Bargnani,CNC
1190,Nerlens Noel,Lance Thomas,CNC
1191,JaKarr Sampson,Shane Larkin,CNC
1192,Langston Galloway,Robert Covington,CNC
1193,Robert Covington,Shane Larkin,CC
1195,Kyle Singler,James Harden,CNC
1196,Enes Kanter,Trevor Ariza,CNC
1197,Dwight Howard,Russell Westbrook,CNC
1198,James Harden,Dion Waiters,CNC
1199,Kyle Singler,Corey Brewer,CNC
1200,Russell Westbrook,Dwight Howard,CC
1201,Russell Westbrook,Corey Brewer,INC
1202,Enes Kanter,Corey Brewer,CNC
1203,Dion Waiters,James Harden,CNC
1204,James Harden,Russell Westbrook,CC
1206,Anthony Morrow,Jason Terry,CC
1207,Russell Westbrook,Jason Terry,CC
1208,Enes Kanter,Josh Smith,CNC
1209,Russell Westbrook,Trevor Ariza,CC
1210,Dwight Howard,Russell Westbrook,CNC
1212,Russell Westbrook,Corey Brewer,CC
1213,Corey Brewer,Russell Westbrook,CNC
1214,Trevor Ariza,Enes Kanter,INC
1215,Klay Thompson,Ryan Anderson,CNC
1217,Andrew Bogut,Anthony Davis,CC
1218,Marreese Speights,Dante Cunningham,CC
1219,Anthony Davis,Draymond Green,CNC
1220,Draymond Green,Anthony Davis,CNC
1221,Draymond Green,Anthony Davis,CNC
1223,Tyreke Evans,Andre Iguodala,INC
1224,Tyreke Evans,Andre Iguodala,CNC
1225,Tyreke Evans,Andre Iguodala,CNC
1227,Andre Iguodala,Tyreke Evans,CC
1228,Quincy Pondexter,Stephen Curry,CNC
1229,Draymond Green,Anthony Davis,CC
1230,Quincy Pondexter,Stephen Curry,CC
1231,Dante Cunningham,Stephen Curry,CNC
1233,Thaddeus Young,DeMarre Carroll,CC
1235,Mike Scott,Brook Lopez,CNC
1236,Thaddeus Young,Jeff Teague,CNC
1238,Thaddeus Young,Jeff Teague,CC
1239,Jarrett Jack,Jeff Teague,CC
1240,Brandan Wright,Monta Ellis,CNC
1241,Tyson Chandler,Eric Bledsoe,IC
1242,Markieff Morris,Dirk Nowitzki,CC
1243,Markieff Morris,Dirk Nowitzki,CC
1246,Monta Ellis,PJ Tucker,CNC
1247,Rajon Rondo,Markieff Morris,CNC
1249,Zaza Pachulia,Kyrie Irving,CNC
1250,Iman Shumpert,Michael Carter-Williams,CNC
1251,Jared Dudley,Kyrie Irving,CC
1252,Jimmy Butler,Victor Oladipo,CNC
1253,Nikola Vucevic,Pau Gasol,CC
1255,Aaron Gordon,Aaron Brooks,CNC
1256,Pau Gasol,Nikola Vucevic,CNC
1258,Nikola Vucevic,Pau Gasol,CC
1260,Joakim Noah,Victor Oladipo,CC
1263,Nicolas Batum,Klay Thompson,CNC
1264,Andrew Bogut,Damian Lillard,CNC
1266,Stephen Curry,CJ McCollum,CNC
1268,Tyson Chandler,Kenneth Faried,CC
1270,Wilson Chandler,Dirk Nowitzki,CC
1271,Tyson Chandler,Wilson Chandler,CNC
1272,Dirk Nowitzki,Wilson Chandler,IC
1275,Ty Lawson,Devin Harris,CNC
1276,Wilson Chandler,Dirk Nowitzki,CNC
1277,Richard Jefferson,Danilo Gallinari,CC
1278,Dirk Nowitzki,Ty Lawson,CNC
1279,Ty Lawson,Dirk Nowitzki,INC
1280,Tyson Chandler,Kenneth Faried,CC
1281,Tyson Chandler,Wilson Chandler,CNC
1283,Bernard James,Kenneth Faried,CC
1284,Kenneth Faried,Raymond Felton,CNC
1285,Randy Foye,J.J. Barea,CNC
1286,Bernard James,Danilo Gallinari,CC
1289,Charlie Villanueva,Randy Foye,CC
1291,Greg Monroe,George Hill,CNC
1292,Reggie Jackson,George Hill,CC
1293,Greg Monroe,David West,CNC
1294,David West,Kentavious Caldwell-Pope,CC
1296,John Lucas III,George Hill,CC
1297,John Lucas III,George Hill,CC
1298,George Hill,John Lucas III,CNC
1299,Tim Duncan,James Harden,CC
1300,Tim Duncan,Dwight Howard,CNC
1301,Dwight Howard,Tim Duncan,CC
1302,Boris Diaw,James Harden,CNC
1303,James Harden,Manu Ginobili,INC
1304,James Harden,Manu Ginobili,CNC
1305,Tim Duncan,James Harden,CNC
1306,Tyler Hansbrough,Nikola Vucevic,CNC
1307,Kyle Lowry,Victor Oladipo,CNC
1308,Tyler Hansbrough,Nikola Vucevic,INC
1310,Tyler Hansbrough,Nikola Vucevic,CNC
1311,Elfrid Payton,DeMar DeRozan,CNC
1312,Patrick Patterson,Tobias Harris,CNC
1313,Nikola Vucevic,DeMar DeRozan,CNC
1314,Kyle Lowry,Elfrid Payton,CC
1315,DeMar DeRozan,Nikola Vucevic,CNC
1324,Jerami Grant,Taj Gibson,CC
1325,Glenn Robinson,Tony Snell,CNC
1326,JaKarr Sampson,Jimmy Butler,CC
1327,Jimmy Butler,JaKarr Sampson,CC
1328,Joakim Noah,JaKarr Sampson,INC
1329,Tony Snell,Glenn Robinson,CC
1330,Pau Gasol,Jerami Grant,CC
1331,Kyle Lowry,Dwyane Wade,CNC
1332,Dwyane Wade,DeMar DeRozan,IC
1333,DeMar DeRozan,Dwyane Wade,CC
1335,Patrick Patterson,Luol Deng,CC
1336,Goran Dragic,Tyler Hansbrough,CNC
1337,Goran Dragic,Kyle Lowry,CC
1338,Goran Dragic,DeMar DeRozan,CC
1339,Goran Dragic,Kyle Lowry,CC
1340,Jason Smith,Elfrid Payton,CNC
1341,Nikola Vucevic,Langston Galloway,CNC
1343,Lance Thomas,Victor Oladipo,INC
1344,Quincy Acy,Willie Green,CNC
1345,Nikola Vucevic,Tim Hardaway Jr.,CC
1347,Nikola Vucevic,Lance Thomas,CNC
1348,Jason Smith,Victor Oladipo,CNC
1349,Tobias Harris,Langston Galloway,INC
1350,Nikola Vucevic,Langston Galloway,INC
1351,Channing Frye,Cleanthony Early,CNC
1352,Nikola Vucevic,Lance Thomas,CNC
1353,Lance Thomas,Victor Oladipo,CNC
1354,Robin Lopez,Rodney Hood,CNC
1355,CJ McCollum,Trevor Booker,CC
1356,Trevor Booker,Damian Lillard,CC
1357,Nicolas Batum,Trevor Booker,CC
1359,CJ McCollum,Bryce Cotton,CC
1360,Steve Blake,Trevor Booker,CC
1362,CJ McCollum,Bryce Cotton,CC
1363,Anthony Morrow,George Hill,CNC
1364,Nick Collison,George Hill,CNC
1365,Rodney Stuckey,Nick Collison,CC
1366,Enes Kanter,George Hill,CC
1367,George Hill,Nick Collison,INC
1368,Nick Collison,CJ Miles,CNC
1369,George Hill,Russell Westbrook,IC
1370,Russell Westbrook,CJ Miles,CC
1371,Dion Waiters,George Hill,CC
1373,Nick Collison,George Hill,CC
1374,Enes Kanter,Roy Hibbert,CC
1375,Roy Hibbert,Dion Waiters,CNC
1376,Enes Kanter,David West,CNC
1377,Langston Galloway,Jeff Teague,CC
1378,Mike Scott,Jason Smith,CC
1379,Tim Hardaway Jr.,DeMarre Carroll,CNC
1381,Lou Amundson,Kyle Korver,CNC
1382,Al Horford,Lance Thomas,CNC
1383,Mike Muscala,Jason Smith,CNC
1385,Jason Smith,Jeff Teague,CNC
1386,Kyle Korver,Lance Thomas,CNC
1388,Jeff Teague,Langston Galloway,CNC
1389,DeMarre Carroll,Tim Hardaway Jr.,CC
1390,Kyle Korver,Jason Smith,CC
1391,Quincy Acy,Jeff Teague,CNC
1392,Kenneth Faried,Chris Paul,INC
1393,JJ Redick,Kenneth Faried,CC
1394,Wilson Chandler,Chris Paul,CC
1395,Kenneth Faried,JJ Redick,CNC
1397,DeAndre Jordan,Will Barton,CNC
1399,Blake Griffin,Randy Foye,CNC
1400,Chris Paul,Randy Foye,CNC
1401,DeAndre Jordan,Randy Foye,CNC
1402,JJ Redick,Randy Foye,CNC
1404,Erick Green,Chris Paul,CC
1405,DeAndre Jordan,Kenneth Faried,CC
1407,Kyle Lowry,Evan Turner,CNC
1408,Kyle Lowry,Marcus Smart,CNC
1409,Terrence Ross,Isaiah Thomas,CNC
1411,Patrick Patterson,Marcus Smart,CNC
1412,Marcus Smart,Kyle Lowry,CNC
1413,Lou Williams,Tyler Zeller,CNC
1414,Marcus Smart,Kyle Lowry,CNC
1415,Terrence Ross,Evan Turner,CNC
1417,David West,Otto Porter Jr.,CNC
1418,Rodney Stuckey,Bradley Beal,CNC
1419,CJ Miles,John Wall,CC
1420,Marcin Gortat,Roy Hibbert,CNC
1421,David West,Marcin Gortat,CNC
1422,George Hill,John Wall,CNC
1424,Rodney Stuckey,Bradley Beal,CC
1425,Otto Porter Jr.,CJ Miles,CC
1426,David West,Bradley Beal,CNC
1427,CJ Miles,Marcin Gortat,CNC
1428,Rodney Stuckey,John Wall,CNC
1430,Roy Hibbert,Bradley Beal,CNC
1431,CJ Miles,Marcin Gortat,INC
1432,Marcin Gortat,CJ Miles,CNC
1435,Marcin Gortat,George Hill,CNC
1436,Otto Porter Jr.,Roy Hibbert,CC
1437,David West,Otto Porter Jr.,CNC
1438,David West,Drew Gooden,CNC
1441,Roy Hibbert,John Wall,CC
1442,Marcin Gortat,David West,CNC
1443,David West,Bradley Beal,CNC
1444,David West,Otto Porter Jr.,CC
1445,Marcin Gortat,Rodney Stuckey,CNC
1446,Rodney Stuckey,Marcin Gortat,CNC
1447,Marcin Gortat,Rodney Stuckey,INC
1448,Rodney Stuckey,Bradley Beal,CNC
1449,John Wall,George Hill,CNC
1451,David West,Marcin Gortat,CNC
1452,Bradley Beal,CJ Miles,CNC
1453,Marcin Gortat,Rodney Stuckey,INC
1454,Roy Hibbert,Marcin Gortat,INC
1455,Marcin Gortat,CJ Miles,CNC
1456,Roy Hibbert,Otto Porter Jr.,INC
1457,Otto Porter Jr.,George Hill,CC
1458,Rasual Butler,David West,CC
1459,Kevin Seraphin,Rodney Stuckey,CNC
1467,DeJuan Blair,Matthew Dellavedova,CC
1469,Shawn Marion,Kevin Seraphin,CNC
1470,Kevin Seraphin,Matthew Dellavedova,CNC
1471,DeJuan Blair,Shawn Marion,CNC
